# Wavelength/micron    Sv_model_1   Sv_model_2  ...
2.437642e-01 3.527026e+14 4.891490e+20 4.880839e+20 
2.460198e-01 3.973980e+14 5.047561e+20 4.998393e+20 
2.482962e-01 4.483825e+14 5.117688e+20 5.095720e+20 
2.505936e-01 5.069223e+14 5.202516e+20 5.155307e+20 
2.529123e-01 5.737292e+14 5.173253e+20 5.197299e+20 
2.552525e-01 6.493805e+14 5.237149e+20 5.248425e+20 
2.576143e-01 7.350290e+14 5.389755e+20 5.313605e+20 
2.599980e-01 8.320220e+14 5.397973e+20 5.378646e+20 
2.624037e-01 9.418936e+14 5.421443e+20 5.443309e+20 
2.648317e-01 1.066397e+15 5.597167e+20 5.504482e+20 
2.672822e-01 1.207563e+15 5.542145e+20 5.546180e+20 
2.697553e-01 1.367705e+15 5.497871e+20 5.545639e+20 
2.722513e-01 1.549492e+15 5.502133e+20 5.511434e+20 
2.747704e-01 1.757324e+15 5.400103e+20 5.462261e+20 
2.773129e-01 1.995193e+15 5.531568e+20 5.423891e+20 
2.798788e-01 2.266872e+15 5.311513e+20 5.404326e+20 
2.824685e-01 2.576417e+15 5.551257e+20 5.419730e+20 
2.850821e-01 2.928061e+15 5.444125e+20 5.444265e+20 
2.877200e-01 3.326247e+15 5.503564e+20 5.474681e+20 
2.903822e-01 3.775682e+15 5.538180e+20 5.496131e+20 
2.930691e-01 4.281107e+15 5.529736e+20 5.504595e+20 
2.957808e-01 4.845715e+15 5.499766e+20 5.509303e+20 
2.985176e-01 5.468381e+15 5.512626e+20 5.513763e+20 
3.012798e-01 6.153763e+15 5.501505e+20 5.518038e+20 
3.040675e-01 6.907881e+15 5.523348e+20 5.521486e+20 
3.068810e-01 7.738151e+15 5.517598e+20 5.511343e+20 
3.097205e-01 8.653169e+15 5.489753e+20 5.488444e+20 
3.125863e-01 9.663103e+15 5.478996e+20 5.462595e+20 
3.154787e-01 1.078031e+16 5.483647e+20 5.435720e+20 
3.183978e-01 1.201970e+16 5.424109e+20 5.413918e+20 
3.213439e-01 1.339267e+16 5.485098e+20 5.413062e+20 
3.243172e-01 1.490397e+16 5.426691e+20 5.414093e+20 
3.273181e-01 1.656186e+16 5.427630e+20 5.414546e+20 
3.303467e-01 1.837489e+16 5.422816e+20 5.412662e+20 
3.334034e-01 2.035093e+16 5.404617e+20 5.401191e+20 
3.364883e-01 2.249679e+16 5.368014e+20 5.388276e+20 
3.396018e-01 2.481776e+16 5.377797e+20 5.375337e+20 
3.427441e-01 2.732115e+16 5.343152e+20 5.361904e+20 
3.459155e-01 3.000348e+16 5.335718e+20 5.348464e+20 
3.491162e-01 3.289169e+16 5.326199e+20 5.335021e+20 
3.523465e-01 3.601159e+16 5.329721e+20 5.320071e+20 
3.556068e-01 3.937222e+16 5.320107e+20 5.300310e+20 
3.588971e-01 4.298430e+16 5.252419e+20 5.280543e+20 
3.622180e-01 4.685903e+16 5.257352e+20 5.260106e+20 
3.655695e-01 5.102961e+16 5.424840e+20 5.247425e+20 
3.689521e-01 5.553578e+16 5.238414e+20 5.297070e+20 
3.723660e-01 6.040876e+16 5.441350e+20 5.658312e+20 
3.758114e-01 6.568650e+16 6.073813e+20 6.176728e+20 
3.792888e-01 7.140710e+16 6.632333e+20 6.810560e+20 
3.827983e-01 7.759698e+16 6.244591e+20 7.256891e+20 
3.863403e-01 8.427858e+16 7.416962e+20 7.415400e+20 
3.899151e-01 9.147245e+16 6.685511e+20 7.389477e+20 
3.935229e-01 9.919809e+16 7.155079e+20 7.357806e+20 
3.971641e-01 1.074720e+17 5.846340e+20 7.332345e+20 
4.008390e-01 1.163046e+17 7.634662e+20 7.237732e+20 
4.045479e-01 1.257071e+17 7.620398e+20 7.086910e+20 
4.082912e-01 1.356160e+17 7.229351e+20 6.914072e+20 
4.120691e-01 1.459229e+17 6.880652e+20 6.807618e+20 
4.158819e-01 1.566504e+17 7.519527e+20 6.896387e+20 
4.197300e-01 1.678381e+17 7.546068e+20 7.010850e+20 
4.236137e-01 1.795360e+17 7.492347e+20 7.112299e+20 
4.275334e-01 1.918109e+17 7.377764e+20 7.180025e+20 
4.314893e-01 2.047485e+17 7.135002e+20 7.201713e+20 
4.354818e-01 2.184439e+17 6.457314e+20 7.245811e+20 
4.395113e-01 2.330226e+17 7.340648e+20 7.288505e+20 
4.435780e-01 2.484472e+17 7.406667e+20 7.324493e+20 
4.476824e-01 2.645886e+17 7.357552e+20 7.358401e+20 
4.518247e-01 2.814042e+17 7.537257e+20 7.389425e+20 
4.560054e-01 2.988197e+17 7.462693e+20 7.429747e+20 
4.602248e-01 3.167381e+17 7.462175e+20 7.478744e+20 
4.644832e-01 3.350466e+17 7.453014e+20 7.525313e+20 
4.687810e-01 3.536127e+17 7.583179e+20 7.560647e+20 
4.731186e-01 3.722795e+17 7.389197e+20 7.515351e+20 
4.774963e-01 3.908547e+17 7.428689e+20 7.433524e+20 
4.819145e-01 4.091279e+17 7.336438e+20 7.344118e+20 
4.863736e-01 4.269568e+17 6.335252e+20 7.291613e+20 
4.908740e-01 4.442171e+17 7.278731e+20 7.248420e+20 
4.954160e-01 4.607838e+17 7.300432e+20 7.196108e+20 
5.000000e-01 4.765336e+17 7.026993e+20 7.144595e+20 
5.046264e-01 4.913468e+17 7.043149e+20 7.097678e+20 
5.092957e-01 5.051187e+17 7.048897e+20 7.057649e+20 
5.140081e-01 5.177083e+17 6.936512e+20 7.036231e+20 
5.187642e-01 5.293602e+17 6.889001e+20 7.033706e+20 
5.235643e-01 5.408430e+17 7.026982e+20 7.035131e+20 
5.284088e-01 5.523059e+17 7.014449e+20 7.024354e+20 
5.332981e-01 5.638239e+17 6.958492e+20 7.013390e+20 
5.382326e-01 5.754836e+17 7.057085e+20 7.000884e+20 
5.432128e-01 5.873866e+17 7.015098e+20 7.004485e+20 
5.482391e-01 5.996433e+17 7.023382e+20 7.013895e+20 
5.533119e-01 6.123701e+17 7.064301e+20 7.022761e+20 
5.584316e-01 6.256791e+17 7.024033e+20 7.031563e+20 
5.635987e-01 6.400976e+17 7.046794e+20 7.043039e+20 
5.688136e-01 6.558432e+17 7.074998e+20 7.060029e+20 
5.740768e-01 6.725645e+17 7.151373e+20 7.091732e+20 
5.793887e-01 6.898736e+17 7.103063e+20 7.117134e+20 
5.847497e-01 7.073697e+17 7.191806e+20 7.131197e+20 
5.901603e-01 7.245709e+17 7.055781e+20 7.126965e+20 
5.956210e-01 7.409958e+17 7.115295e+20 7.119044e+20 
6.011322e-01 7.561148e+17 7.055603e+20 7.124389e+20 
6.066944e-01 7.690924e+17 7.193677e+20 7.100502e+20 
6.123081e-01 7.777662e+17 6.960350e+20 7.026777e+20 
6.179737e-01 7.818888e+17 6.972743e+20 6.956059e+20 
6.236918e-01 7.824360e+17 6.864959e+20 6.894240e+20 
6.294627e-01 7.803354e+17 7.014223e+20 6.892734e+20 
6.352871e-01 7.764943e+17 6.953272e+20 6.921459e+20 
6.411653e-01 7.718581e+17 6.972295e+20 6.926875e+20 
6.470979e-01 7.673316e+17 7.004217e+20 6.934036e+20 
6.530854e-01 7.640348e+17 6.975366e+20 6.943895e+20 
6.591284e-01 7.609044e+17 6.978380e+20 6.962364e+20 
6.652272e-01 7.543322e+17 7.042668e+20 6.988489e+20 
6.713825e-01 7.451113e+17 6.914711e+20 6.995006e+20 
6.775947e-01 7.349990e+17 6.963351e+20 6.998051e+20 
6.838644e-01 7.254012e+17 6.964352e+20 7.003525e+20 
6.901921e-01 7.178157e+17 7.056384e+20 6.981738e+20 
6.965784e-01 7.137225e+17 7.011892e+20 6.920039e+20 
7.030238e-01 7.144668e+17 7.004625e+20 6.857467e+20 
7.095288e-01 7.215431e+17 6.853924e+20 6.796230e+20 
7.160939e-01 7.358518e+17 6.740903e+20 6.792514e+20 
7.227199e-01 7.565042e+17 6.856082e+20 6.854440e+20 
7.294071e-01 7.829393e+17 6.849977e+20 6.928271e+20 
7.361563e-01 8.145509e+17 7.048473e+20 7.008438e+20 
7.429678e-01 8.505639e+17 7.055353e+20 7.090912e+20 
7.498424e-01 8.902167e+17 7.120760e+20 7.175037e+20 
7.567806e-01 9.324448e+17 7.254452e+20 7.260143e+20 
7.637830e-01 9.761012e+17 7.226450e+20 7.278702e+20 
7.708502e-01 1.019754e+18 7.112704e+20 7.238185e+20 
7.779828e-01 1.064804e+18 7.207590e+20 7.186715e+20 
7.851814e-01 1.112303e+18 7.124498e+20 7.152055e+20 
7.924466e-01 1.162382e+18 7.007992e+20 7.136188e+20 
7.997790e-01 1.215170e+18 7.171378e+20 7.147573e+20 
8.071793e-01 1.270814e+18 7.156007e+20 7.164664e+20 
8.146480e-01 1.329429e+18 7.190756e+20 7.162607e+20 
8.221859e-01 1.391215e+18 7.219974e+20 7.148190e+20 
8.297935e-01 1.456352e+18 7.238747e+20 7.121447e+20 
8.374714e-01 1.526189e+18 7.191941e+20 7.093319e+20 
8.452205e-01 1.606247e+18 7.066070e+20 7.084366e+20 
8.530412e-01 1.697876e+18 7.338126e+20 7.159377e+20 
8.609343e-01 1.801425e+18 7.265066e+20 7.255426e+20 
8.689004e-01 1.917361e+18 7.411164e+20 7.339237e+20 
8.769403e-01 2.046038e+18 7.639189e+20 7.425465e+20 
8.850545e-01 2.187692e+18 7.660850e+20 7.515071e+20 
8.932438e-01 2.342595e+18 7.785775e+20 7.611526e+20 
9.015089e-01 2.510511e+18 7.363727e+20 7.714133e+20 
9.098504e-01 2.710879e+18 7.784343e+20 7.820584e+20 
9.182692e-01 2.986921e+18 8.049919e+20 7.928524e+20 
9.267658e-01 3.343564e+18 7.825468e+20 8.003962e+20 
9.353411e-01 3.792253e+18 7.952712e+20 8.045302e+20 
9.439957e-01 4.343043e+18 7.907102e+20 8.056090e+20 
9.527304e-01 5.006491e+18 7.871198e+20 8.029171e+20 
9.615459e-01 5.791345e+18 7.932548e+20 7.993895e+20 
9.704429e-01 6.699668e+18 7.945076e+20 7.966307e+20 
9.794223e-01 7.757509e+18 7.845485e+20 7.952549e+20 
9.884848e-01 9.394143e+18 7.994097e+20 7.981236e+20 
9.976312e-01 1.218626e+19 8.029768e+20 8.038720e+20 
1.006862e+00 1.645216e+19 7.734114e+20 8.105316e+20 
1.016179e+00 2.255776e+19 7.915689e+20 8.184695e+20 
1.025581e+00 3.076348e+19 7.966540e+20 8.267942e+20 
1.035071e+00 4.074934e+19 7.849263e+20 8.337770e+20 
1.044648e+00 5.113329e+19 7.886575e+20 8.403750e+20 
1.054314e+00 5.942115e+19 7.883089e+20 8.471438e+20 
1.064070e+00 6.239644e+19 7.829279e+20 8.441674e+20 
1.073915e+00 5.834060e+19 7.786090e+20 8.308165e+20 
1.083852e+00 4.979817e+19 7.794694e+20 8.169304e+20 
1.093881e+00 3.987697e+19 7.655986e+20 8.040737e+20 
1.104002e+00 3.077100e+19 7.853144e+20 7.982601e+20 
1.114218e+00 2.356292e+19 7.836189e+20 7.967621e+20 
1.124527e+00 1.839489e+19 7.815612e+20 7.961494e+20 
1.134932e+00 1.505920e+19 7.769902e+20 7.948721e+20 
1.145434e+00 1.330820e+19 7.796100e+20 7.929282e+20 
1.156032e+00 1.255097e+19 7.799458e+20 7.894088e+20 
1.166729e+00 1.186768e+19 7.731221e+20 7.852873e+20 
1.177525e+00 1.122512e+19 7.725171e+20 7.819315e+20 
1.188420e+00 1.064059e+19 7.653006e+20 7.811076e+20 
1.199416e+00 1.012903e+19 7.647533e+20 7.819080e+20 
1.210515e+00 9.700505e+18 7.721063e+20 7.828961e+20 
1.221715e+00 9.363345e+18 7.762020e+20 7.839615e+20 
1.233020e+00 9.125634e+18 7.719225e+20 7.840224e+20 
1.244429e+00 9.001113e+18 7.726116e+20 7.812612e+20 
1.255943e+00 8.917372e+18 7.686678e+20 7.762684e+20 
1.267564e+00 8.832820e+18 7.656469e+20 7.712038e+20 
1.279293e+00 8.749826e+18 7.630351e+20 7.664753e+20 
1.291130e+00 8.673005e+18 7.585800e+20 7.665115e+20 
1.303077e+00 8.606002e+18 7.639460e+20 7.697605e+20 
1.315134e+00 8.552263e+18 7.627851e+20 7.716031e+20 
1.327303e+00 8.515888e+18 7.589700e+20 7.734967e+20 
1.339584e+00 8.500077e+18 7.681570e+20 7.755175e+20 
1.351979e+00 8.507300e+18 7.726235e+20 7.775856e+20 
1.364489e+00 8.518202e+18 7.658500e+20 7.796820e+20 
1.377114e+00 8.532248e+18 7.722098e+20 7.818087e+20 
1.389857e+00 8.549185e+18 7.746884e+20 7.839708e+20 
1.402717e+00 8.564966e+18 7.725217e+20 7.858899e+20 
1.415696e+00 8.580047e+18 7.843707e+20 7.880666e+20 
1.428795e+00 8.595215e+18 7.694954e+20 7.913711e+20 
1.442016e+00 8.610844e+18 7.701675e+20 7.946121e+20 
1.455359e+00 8.627196e+18 7.878569e+20 7.976141e+20 
1.468825e+00 8.644440e+18 7.939709e+20 7.999931e+20 
1.482416e+00 8.662516e+18 7.938542e+20 8.020683e+20 
1.496132e+00 8.681158e+18 8.013702e+20 8.050769e+20 
1.509976e+00 8.700180e+18 7.993386e+20 8.081399e+20 
1.523947e+00 8.719399e+18 8.166036e+20 8.112993e+20 
1.538048e+00 8.738608e+18 8.313334e+20 8.117484e+20 
1.552280e+00 8.757375e+18 8.257410e+20 8.019812e+20 
1.566643e+00 8.775218e+18 8.115857e+20 7.956234e+20 
1.581139e+00 8.790987e+18 7.921912e+20 7.998684e+20 
1.595769e+00 8.795974e+18 8.007705e+20 8.198522e+20 
1.610534e+00 8.782174e+18 8.497313e+20 8.417973e+20 
1.625436e+00 8.751552e+18 8.613356e+20 8.659402e+20 
1.640476e+00 8.705292e+18 8.543620e+20 8.771361e+20 
1.655656e+00 8.646528e+18 8.574504e+20 8.626487e+20 
1.670975e+00 8.577544e+18 8.481789e+20 8.495116e+20 
1.686437e+00 8.499694e+18 8.282131e+20 8.383943e+20 
1.702041e+00 8.415805e+18 8.290555e+20 8.313980e+20 
1.717790e+00 8.292560e+18 8.259674e+20 8.242421e+20 
1.733684e+00 7.757488e+18 7.995886e+20 8.167184e+20 
1.749726e+00 6.878774e+18 7.999501e+20 8.082353e+20 
1.765916e+00 5.897139e+18 7.944989e+20 7.994768e+20 
1.782256e+00 4.985918e+18 7.891744e+20 7.908631e+20 
1.798747e+00 4.236705e+18 7.764618e+20 7.819819e+20 
1.815390e+00 3.693036e+18 7.643178e+20 7.722770e+20 
1.832188e+00 3.364108e+18 7.568809e+20 7.626880e+20 
1.849141e+00 3.269399e+18 7.471005e+20 7.533622e+20 
1.866251e+00 3.386621e+18 7.338255e+20 7.442506e+20 
1.883519e+00 3.544746e+18 7.305521e+20 7.353362e+20 
1.900947e+00 3.720408e+18 7.186536e+20 7.261134e+20 
1.918536e+00 3.914786e+18 7.173426e+20 7.167182e+20 
1.936288e+00 4.128383e+18 6.982775e+20 7.060836e+20 
1.954204e+00 4.362114e+18 6.990834e+20 6.998995e+20 
1.972287e+00 4.615687e+18 6.858664e+20 6.972169e+20 
1.990536e+00 4.888187e+18 6.818384e+20 6.946381e+20 
2.008954e+00 5.179684e+18 6.835623e+20 6.917053e+20 
2.027543e+00 5.502553e+18 6.636570e+20 6.844477e+20 
2.046303e+00 5.873498e+18 6.695566e+20 6.749604e+20 
2.065238e+00 6.284118e+18 6.567293e+20 6.657122e+20 
2.084347e+00 6.725032e+18 6.491878e+20 6.584555e+20 
2.103633e+00 7.183715e+18 6.462676e+20 6.529253e+20 
2.123098e+00 7.642670e+18 6.340099e+20 6.471572e+20 
2.142743e+00 8.079575e+18 6.332104e+20 6.410030e+20 
2.162569e+00 8.470043e+18 6.199674e+20 6.337166e+20 
2.182579e+00 8.785269e+18 6.147793e+20 6.263593e+20 
2.202774e+00 9.038622e+18 6.034503e+20 6.193135e+20 
2.223156e+00 9.244412e+18 5.967259e+20 6.128049e+20 
2.243727e+00 9.408672e+18 5.923982e+20 6.078914e+20 
2.264488e+00 9.537465e+18 5.816783e+20 6.044674e+20 
2.285441e+00 9.641315e+18 5.763583e+20 5.869861e+20 
2.306588e+00 9.730131e+18 5.374814e+20 5.492038e+20 
2.327930e+00 9.814991e+18 4.685846e+20 5.126189e+20 
2.349471e+00 9.905793e+18 4.575865e+20 4.769323e+20 
2.371210e+00 1.001031e+19 4.672420e+20 4.600803e+20 
2.393150e+00 1.011785e+19 4.478969e+20 4.568208e+20 
2.415294e+00 1.022639e+19 4.085192e+20 4.510164e+20 
2.437642e+00 1.033570e+19 4.307466e+20 4.445628e+20 
2.460198e+00 1.044572e+19 4.297394e+20 4.360115e+20 
2.482962e+00 1.055658e+19 4.063737e+20 4.271504e+20 
2.505936e+00 1.066839e+19 4.385173e+20 4.186922e+20 
2.529123e+00 1.078135e+19 4.249516e+20 4.170163e+20 
2.552525e+00 1.089591e+19 4.156605e+20 4.214171e+20 
2.576143e+00 1.101203e+19 4.241632e+20 4.236973e+20 
2.599980e+00 1.112947e+19 4.170431e+20 4.256509e+20 
2.624037e+00 1.124809e+19 4.080550e+20 4.271172e+20 
2.648317e+00 1.136775e+19 4.144895e+20 4.284639e+20 
2.672822e+00 1.148821e+19 4.153137e+20 4.294182e+20 
2.697553e+00 1.160936e+19 4.052911e+20 4.281519e+20 
2.722513e+00 1.173189e+19 4.146049e+20 4.247110e+20 
2.747704e+00 1.185586e+19 4.098638e+20 4.209293e+20 
2.773129e+00 1.198155e+19 3.992993e+20 4.173685e+20 
2.798788e+00 1.212220e+19 4.076724e+20 4.143009e+20 
2.824685e+00 1.228416e+19 4.008744e+20 4.115554e+20 
2.850821e+00 1.246444e+19 3.980716e+20 4.091754e+20 
2.877200e+00 1.266065e+19 3.932357e+20 4.061487e+20 
2.903822e+00 1.286983e+19 3.902160e+20 4.026719e+20 
2.930691e+00 1.308890e+19 3.864424e+20 3.989619e+20 
2.957808e+00 1.331495e+19 3.821225e+20 3.953437e+20 
2.985176e+00 1.354457e+19 3.780852e+20 3.918922e+20 
3.012798e+00 1.379539e+19 3.749235e+20 3.886532e+20 
3.040675e+00 1.422723e+19 3.678078e+20 3.819737e+20 
3.068810e+00 1.476714e+19 3.644259e+20 3.791276e+20 
3.097205e+00 1.534002e+19 3.591248e+20 3.744099e+20 
3.125863e+00 1.644446e+19 3.540663e+20 3.704557e+20 
3.154787e+00 1.814553e+19 3.486685e+20 3.667581e+20 
3.183978e+00 2.083612e+19 3.437044e+20 3.644813e+20 
3.213439e+00 3.446364e+19 3.383744e+20 3.727480e+20 
3.243172e+00 6.214501e+19 3.326998e+20 3.946718e+20 
3.273181e+00 7.620004e+19 3.267689e+20 4.027551e+20 
3.303467e+00 7.046310e+19 3.211311e+20 3.913969e+20 
3.334034e+00 5.855290e+19 3.162512e+20 3.746393e+20 
3.364883e+00 4.466044e+19 3.115833e+20 3.561173e+20 
3.396018e+00 3.105231e+19 3.057763e+20 3.367450e+20 
3.427441e+00 2.275886e+19 3.015950e+20 3.242907e+20 
3.459155e+00 2.011324e+19 2.972675e+20 3.173231e+20 
3.491162e+00 1.890566e+19 2.925622e+20 3.114121e+20 
3.523465e+00 1.837324e+19 2.875914e+20 3.059111e+20 
3.556068e+00 1.814100e+19 2.835188e+20 3.016064e+20 
3.588971e+00 1.793189e+19 2.786756e+20 2.965566e+20 
3.622180e+00 1.791075e+19 2.752374e+20 2.930940e+20 
3.655695e+00 1.796607e+19 2.694147e+20 2.873217e+20 
3.689521e+00 1.806292e+19 2.633111e+20 2.813185e+20 
3.723660e+00 1.822972e+19 2.598065e+20 2.779794e+20 
3.758114e+00 1.842280e+19 2.545072e+20 2.728730e+20 
3.792888e+00 1.865004e+19 2.521474e+20 2.707343e+20 
3.827983e+00 1.890944e+19 2.492892e+20 2.681369e+20 
3.863403e+00 1.919028e+19 2.447669e+20 2.638976e+20 
3.899151e+00 1.950272e+19 2.409751e+20 2.604166e+20 
3.935229e+00 1.983888e+19 2.375216e+20 2.572948e+20 
3.971641e+00 2.020161e+19 2.328562e+20 2.529933e+20 
4.008390e+00 2.059093e+19 2.283028e+20 2.488477e+20 
4.045479e+00 2.100619e+19 2.262054e+20 2.471416e+20 
4.082912e+00 2.145031e+19 2.223575e+20 2.437391e+20 
4.120691e+00 2.192485e+19 2.193089e+20 2.411635e+20 
4.158819e+00 2.243121e+19 2.150286e+20 2.373897e+20 
4.197300e+00 2.297421e+19 2.112876e+20 2.342010e+20 
4.236137e+00 2.355490e+19 2.089685e+20 2.324490e+20 
4.275334e+00 2.417844e+19 2.027115e+20 2.266254e+20 
4.314893e+00 2.484799e+19 1.782879e+20 2.031512e+20 
4.354818e+00 2.556805e+19 1.708077e+20 1.962891e+20 
4.395113e+00 2.634566e+19 1.616268e+20 1.878951e+20 
4.435780e+00 2.718475e+19 1.536753e+20 1.807623e+20 
4.476824e+00 2.809861e+19 1.448368e+20 1.728555e+20 
4.518247e+00 2.908912e+19 1.420150e+20 1.710420e+20 
4.560054e+00 3.018035e+19 1.420175e+20 1.721064e+20 
4.602248e+00 3.137214e+19 1.381723e+20 1.694508e+20 
4.644832e+00 3.269993e+19 1.365875e+20 1.691889e+20 
4.687810e+00 3.416583e+19 1.357548e+20 1.698256e+20 
4.731186e+00 3.583436e+19 1.367884e+20 1.725209e+20 
4.774963e+00 3.770460e+19 1.336587e+20 1.712517e+20 
4.819145e+00 3.990061e+19 1.318721e+20 1.716578e+20 
4.863736e+00 4.243140e+19 1.302021e+20 1.725091e+20 
4.908740e+00 4.556020e+19 1.284829e+20 1.739035e+20 
4.954160e+00 4.930510e+19 1.261579e+20 1.753344e+20 
5.000000e+00 5.439712e+19 1.263209e+20 1.805623e+20 
5.046264e+00 6.100882e+19 1.235928e+20 1.844261e+20 
5.092957e+00 7.124137e+19 1.231459e+20 1.941804e+20 
5.140081e+00 8.895865e+19 1.213535e+20 2.100592e+20 
5.187642e+00 1.183286e+20 1.211251e+20 2.391152e+20 
5.235643e+00 1.512718e+20 1.194963e+20 2.703382e+20 
5.284088e+00 1.778887e+20 1.195081e+20 2.968883e+20 
5.332981e+00 1.571075e+20 1.182051e+20 2.749223e+20 
5.382326e+00 1.305876e+20 1.172293e+20 2.474477e+20 
5.432128e+00 1.260549e+20 1.152524e+20 2.409551e+20 
5.482391e+00 1.323697e+20 1.149910e+20 2.470068e+20 
5.533119e+00 1.536454e+20 1.165210e+20 2.697499e+20 
5.584316e+00 1.980960e+20 1.134410e+20 3.110003e+20 
5.635987e+00 2.658472e+20 1.120834e+20 3.771687e+20 
5.688136e+00 3.242858e+20 1.103879e+20 4.337333e+20 
5.740768e+00 3.368288e+20 1.108565e+20 4.467110e+20 
5.793887e+00 2.941147e+20 1.102650e+20 4.035583e+20 
5.847497e+00 2.789537e+20 1.087074e+20 3.868812e+20 
5.901603e+00 3.018813e+20 1.069999e+20 4.080278e+20 
5.956210e+00 3.646598e+20 1.058664e+20 4.694840e+20 
6.011322e+00 4.949597e+20 1.052049e+20 5.987277e+20 
6.066944e+00 7.397449e+20 1.034206e+20 8.409531e+20 
6.123081e+00 1.230425e+21 1.020673e+20 1.328538e+21 
6.179737e+00 2.078728e+21 1.016176e+20 2.172808e+21 
6.236918e+00 2.433650e+21 9.974202e+19 2.522400e+21 
6.294627e+00 1.658455e+21 9.848087e+19 1.751366e+21 
6.352871e+00 1.042458e+21 9.738043e+19 1.136631e+21 
6.411653e+00 7.647630e+20 9.629866e+19 8.587738e+20 
6.470979e+00 6.362857e+20 9.476650e+19 7.292370e+20 
6.530854e+00 6.184693e+20 9.346280e+19 7.101372e+20 
6.591284e+00 6.377269e+20 9.231892e+19 7.281769e+20 
6.652272e+00 6.662144e+20 9.089264e+19 7.551127e+20 
6.713825e+00 6.847277e+20 8.960865e+19 7.722595e+20 
6.775947e+00 6.798871e+20 8.822156e+19 7.661169e+20 
6.838644e+00 6.733438e+20 8.691235e+19 7.583032e+20 
6.901921e+00 6.732181e+20 8.560750e+19 7.568739e+20 
6.965784e+00 7.035129e+20 8.437833e+19 7.858516e+20 
7.030238e+00 7.605347e+20 8.293981e+19 8.412576e+20 
7.095288e+00 8.481576e+20 8.168794e+19 9.273550e+20 
7.160939e+00 9.677309e+20 8.046845e+19 1.045324e+21 
7.227199e+00 1.124343e+21 7.919610e+19 1.200147e+21 
7.294071e+00 1.329864e+21 7.792632e+19 1.403686e+21 
7.361563e+00 1.607202e+21 7.663597e+19 1.678642e+21 
7.429678e+00 2.013197e+21 7.546054e+19 2.081706e+21 
7.498424e+00 2.570492e+21 7.426264e+19 2.635096e+21 
7.567806e+00 3.175933e+21 7.273816e+19 3.235090e+21 
7.637830e+00 3.381804e+21 7.147981e+19 3.437789e+21 
7.708502e+00 3.313289e+21 7.022462e+19 3.366886e+21 
7.779828e+00 3.243319e+21 6.902356e+19 3.294308e+21 
7.851814e+00 3.179563e+21 6.778848e+19 3.225395e+21 
7.924466e+00 2.759062e+21 6.653747e+19 2.806291e+21 
7.997790e+00 2.192148e+21 6.533451e+19 2.240959e+21 
8.071793e+00 1.746976e+21 6.413317e+19 1.796559e+21 
8.146480e+00 1.426312e+21 6.298395e+19 1.476285e+21 
8.221859e+00 1.262815e+21 6.185259e+19 1.311991e+21 
8.297935e+00 1.185086e+21 6.071512e+19 1.232830e+21 
8.374714e+00 1.172652e+21 5.955849e+19 1.218324e+21 
8.452205e+00 1.246088e+21 5.848119e+19 1.288591e+21 
8.530412e+00 1.434706e+21 5.742237e+19 1.471999e+21 
8.609343e+00 1.550545e+21 5.639049e+19 1.583734e+21 
8.689004e+00 1.308844e+21 5.536378e+19 1.343274e+21 
8.769403e+00 9.784006e+20 5.437686e+19 1.016181e+21 
8.850545e+00 7.427161e+20 5.325789e+19 7.826364e+20 
8.932438e+00 5.955728e+20 5.227828e+19 6.365676e+20 
9.015089e+00 5.033950e+20 5.124497e+19 5.446552e+20 
9.098504e+00 4.417724e+20 5.021727e+19 4.828013e+20 
9.182692e+00 3.987240e+20 4.934131e+19 4.394607e+20 
9.267658e+00 3.670237e+20 4.845963e+19 4.073007e+20 
9.353411e+00 3.431318e+20 4.756824e+19 3.828602e+20 
9.439957e+00 3.247312e+20 4.669423e+19 3.638671e+20 
9.527304e+00 3.101940e+20 4.586062e+19 3.487624e+20 
9.615459e+00 2.985242e+20 4.507528e+19 3.365723e+20 
9.704429e+00 2.890448e+20 4.442589e+19 3.267185e+20 
9.794223e+00 2.813149e+20 4.356738e+19 3.184342e+20 
9.884848e+00 2.752328e+20 4.285045e+19 3.119185e+20 
9.976312e+00 2.708711e+20 4.213517e+19 3.070860e+20 
1.006862e+01 2.681243e+20 4.143057e+19 3.038439e+20 
1.016179e+01 2.669692e+20 4.073268e+19 3.021673e+20 
1.025581e+01 2.675735e+20 4.004702e+19 3.022260e+20 
1.035071e+01 2.703359e+20 3.937333e+19 3.044232e+20 
1.044648e+01 2.758450e+20 3.871136e+19 3.093217e+20 
1.054314e+01 2.852215e+20 3.806086e+19 3.180386e+20 
1.064070e+01 3.021531e+20 3.742158e+19 3.342051e+20 
1.073915e+01 3.228993e+20 3.679352e+19 3.542218e+20 
1.083852e+01 3.546121e+20 3.617632e+19 3.851492e+20 
1.093881e+01 4.165562e+20 3.556952e+19 4.454385e+20 
1.104002e+01 5.470266e+20 3.497239e+19 5.736456e+20 
1.114218e+01 9.578754e+20 3.438309e+19 9.782607e+20 
1.124527e+01 1.561099e+21 3.380238e+19 1.572927e+21 
1.134932e+01 1.274011e+21 3.323790e+19 1.290392e+21 
1.145434e+01 9.335213e+20 3.268017e+19 9.543069e+20 
1.156032e+01 6.925980e+20 3.213452e+19 7.168710e+20 
1.166729e+01 5.940301e+20 3.159350e+19 6.188713e+20 
1.177525e+01 5.938271e+20 3.105536e+19 6.184148e+20 
1.188420e+01 6.411662e+20 3.052370e+19 6.647450e+20 
